word,emotion,intensity,polarity
见风使船,NN,5.0,2.0
见义当为,PH,5.0,1.0
见弹求鸮,NN,5.0,2.0
建功立业,PH,5.0,1.0
贱目贵耳,NN,5.0,2.0
江山好改，秉性难移,NN,5.0,2.0
江淹梦笔,NN,5.0,2.0
浆酒藿肉,NN,5.0,2.0
降尊临卑,PH,5.0,1.0
浇醇散朴,NN,5.0,2.0
骄奢淫佚,NN,5.0,2.0
焦眉苦脸,NE,5.0,2.0
燋头烂额,NE,5.0,2.0
皦短心长,PH,5.0,1.0
衔沙填海,PH,5.0,1.0
洁己从公,PH,5.0,1.0
桀傲不恭,NN,5.0,2.0
截胫剖心,NN,5.0,2.0
解衣抱火,NN,5.0,2.0
借公行私,NN,5.0,2.0
今夕何夕,PH,5.0,1.0
金口御言,PD,5.0,1.0
金石至交,PH,5.0,1.0
金相玉式,PH,5.0,1.0
金刚眼睛,PH,5.0,1.0
金碧辉映,PH,7.0,1.0
金浆玉液,PH,5.0,1.0
金断觿决,PH,5.0,1.0
锦片前程,PH,5.0,1.0
锦绣山河,PH,5.0,1.0
进寸退尺,NN,5.0,2.0
进退失所,NI,5.0,2.0
进退两端,NE,5.0,2.0
进退无所,NE,5.0,2.0
进退维亟,NE,5.0,2.0
进善退恶,PH,3.0,1.0
进贤用能,PH,5.0,1.0
进贤达能,PH,5.0,1.0
晋惠闻蛙,NN,5.0,2.0
惊心骇神,NC,5.0,2.0
惊见骇闻,PC,5.0,0.0
惊慌失色,NI,5.0,2.0
惊魂摄魄,NC,5.0,2.0
井井有法,PH,5.0,1.0
警愦觉聋,PH,5.0,1.0
京兆画眉,PH,5.0,1.0
敬贤重士,PH,5.0,1.0
镜花水月,NN,5.0,2.0
鸠居鹊巢,NN,5.0,2.0
九关虎豹,NN,5.0,2.0
酒甕饭囊,NN,5.0,2.0
救火扬沸,PH,5.0,1.0
救难解危,PH,5.0,1.0
居安虑危,PH,5.0,1.0
局地扣天,NB,5.0,2.0
乱葬岗子,NC,4.0,2.0
卖狗皮膏药,NN,5.0,2.0
正义战争,PH,7.0,1.0
挚敬,PH,7.0,1.0
英次飒爽,PB,7.0,1.0
涕零如雨,NB,9.0,2.0
寻死觅活,NN,7.0,2.0
食不果腹,NB,7.0,2.0
酩酊大醉,ND,7.0,2.0
行成于思,PH,7.0,2.0
睹物思人,PF,7.0,2.0
人亡物在,PF,7.0,2.0
不堪回首,NB,7.0,2.0
南柯一梦,NB,7.0,2.0
当断不断，反受其乱,NN,7.0,2.0
巧妇难无火之炊,NB,7.0,2.0
无从措手,NB,7.0,2.0
不堪其忧,NB,7.0,2.0
废书而叹,NB,7.0,2.0
不知高低,NN,7.0,2.0
将信将疑,NL,7.0,2.0
感情用事,NN,7.0,2.0
说笑自若,PH,9.0,1.0
一块石头落了地,PE,7.0,1.0
高抬贵手,NI,5.0,2.0
大梦初醒,PE,7.0,1.0
了如指掌,PE,7.0,1.0
不期而然,PC,7.0,2.0
高枕而卧,PE,9.0,1.0
眉开跟笑,PA,9.0,1.0
喜跃抃舞,PA,9.0,1.0
陶情适性,PE,7.0,1.0
意气扬扬,PE,7.0,1.0
一朝之忿,NA,9.0,2.0
怨气满腹,NA,9.0,2.0
无肠可断,NB,9.0,2.0
黯然伤神,NB,9.0,2.0
热泪盈眶,NB,9.0,2.0
保不定,NL,5.0,1.0
保重,PB,7.0,1.0
抱粗腿,ND,7.0,2.0
暴君政治,ND,5.0,2.0
备不住,NL,7.0,2.0
被告,ND,5.0,2.0
奔袭,PH,5.0,1.0
崩症,NC,7.0,2.0
比肩,PH,5.0,1.0
必须,PG,7.0,1.0
辟谣,NN,7.0,2.0
避忌,ND,7.0,2.0
鞭笞,NC,5.0,2.0
东横西倒,NN,5.0,2.0
冬温夏凊,PH,7.0,1.0
洞幽烛远,PH,7.0,1.0
斗酒百篇,PH,7.0,1.0
毒蛇猛兽,NN,7.0,2.0
独行独断,NN,5.0,2.0
睹著知微,PH,5.0,1.0
杜断房谋,PH,7.0,1.0
断金零粉,NJ,5.0,0.0
对牛鼓簧,NN,5.0,2.0
顿足捩耳,NJ,5.0,0.0
多一事不如少一事,NN,3.0,2.0
多情多义,PH,5.0,1.0
阿世媚俗,NN,5.0,2.0
额手相庆,PA,5.0,0.0
恶贯已盈,ND,9.0,2.0
噩噩浑浑,PH,5.0,1.0
发上冲冠,NA,9.0,0.0
翻黄倒皁,NN,5.0,2.0
反裘负薪,NN,5.0,2.0
饭囊酒甕,ND,5.0,2.0
防不胜防,NJ,5.0,0.0
放僻淫佚,ND,7.0,2.0
飞蛾赴焰,NB,5.0,0.0
飞鸾翔凤,PH,7.0,1.0
废寝忘餐,PH,5.0,1.0
分星拨两,NN,5.0,2.0
焚尸扬灰,ND,9.0,0.0
焚香膜拜,PD,7.0,0.0
奋发踔厉,PH,7.0,1.0
丰功厚利,PH,7.0,1.0
风言影语,NN,3.0,2.0
风雨飘零,NB,3.0,0.0
风月无涯,PH,9.0,1.0
核讹诈政策,NJ,5.0,2.0
黑不溜秋,ND,3.0,2.0
红不棱登,ND,3.0,2.0
后起,PH,5.0,1.0
胡搅,NN,5.0,2.0
花不棱登,ND,3.0,2.0
低廉,PH,3.0,1.0
敌情,NA,3.0,0.0
嫡亲,PD,5.0,1.0
抵掌,PA,7.0,1.0
地下党,PH,7.0,1.0
调情,PA,5.0,2.0
良人,PH,5.0,1.0
亮光光,PH,5.0,0.0
劣种,NN,5.0,2.0
流丽,PB,5.0,1.0
六尺之孤,NB,5.0,0.0
误伤,NN,5.0,0.0
西天,PA,5.0,0.0
惜力,NN,3.0,0.0
洗耻,PE,3.0,0.0
喜酒,PA,3.0,0.0
喜雨,PB,5.0,0.0
细活,PH,1.0,0.0
下策,NN,3.0,0.0
下水,ND,3.0,0.0
仙子,PH,5.0,1.0
纤小,PH,1.0,0.0
闲荡,ND,1.0,0.0
闲书,ND,1.0,0.0
涎着脸,ND,5.0,2.0
显学,PD,3.0,0.0
险情,NC,3.0,0.0
现行,ND,3.0,2.0
润资,PH,1.0,1.0
撒手锏,PH,7.0,1.0
散伙,NB,5.0,2.0
丧家,NB,7.0,2.0
扫荡,ND,7.0,2.0
嫂子,PD,3.0,1.0
沙文主义,ND,5.0,2.0
芟荑,ND,5.0,2.0
善感,PH,1.0,1.0
擅长,PH,3.0,1.0
伤逝,NB,5.0,2.0
商约,PD,5.0,1.0
赏钱,PH,1.0,1.0
上吊,NJ,7.0,2.0
上缴,PD,3.0,1.0
上刑,ND,5.0,2.0
抛掷,PK,5.0,0.0
跑车,PK,5.0,0.0
跑龙套,NN,6.0,2.0
泡货,PK,5.0,0.0
陪房,PK,5.0,0.0
赔垫,PK,5.0,0.0
喷薄,PK,5.0,0.0
捧场,NN,6.0,2.0
批判,NN,8.0,0.0
劈脸,PK,7.0,2.0
疲癃,PK,6.0,0.0
屁股蹲儿,PK,5.0,0.0
偏离,PK,5.0,0.0
偏远,PK,5.0,0.0
飘舞,PB,7.0,0.0
撇嘴,ND,6.0,0.0
贫民,PK,5.0,0.0
聘问,PD,6.0,0.0
平靖,NC,9.0,0.0
平权,PK,5.0,0.0
平衍,PB,6.0,1.0
凭险,PK,5.0,0.0
屏气,PK,6.0,0.0
烈火烹油,ND,7.0,2.0
林下风韵,PH,9.0,1.0
麟角虎翅,PH,9.0,1.0
玲珑透漏,PH,7.0,1.0
凛若秋霜,ND,5.0,2.0
另辟蹊径,PH,1.0,0.0
流水不腐，户枢不蠹,PH,3.0,1.0
流言混话,NN,7.0,2.0
流连忘反,PB,7.0,1.0
流离转徙,PH,5.0,1.0
柳门竹巷,PH,5.0,1.0
柳暖花春,PB,7.0,1.0
柳影花阴,PA,5.0,1.0
六神不安,NI,9.0,2.0
六街三市,PB,5.0,1.0
龙去鼎湖,NB,7.0,1.0
龙威燕颔,PH,7.0,1.0
龙飞凤翔,PH,5.0,1.0
龙章秀骨,PH,7.0,1.0
龙翔凤翥,PH,7.0,1.0
龙德在田,PH,3.0,1.0
龙翰凤雏,PH,7.0,1.0
龙蛰蠖屈,PD,5.0,1.0
龙腾虎踞,PH,5.0,1.0
龙骧虎步,PH,7.0,1.0
镂心呕血,PH,3.0,1.0
镂金错采,PH,1.0,1.0
卤莽灭裂,NN,7.0,2.0
鲁鱼陶阴,NN,1.0,2.0
陆离斑驳,PH,3.0,1.0
鹿裘不完,PH,1.0,1.0
路无拾遗,PH,7.0,1.0
露影藏形,NN,5.0,2.0
鸾交凤友,PH,3.0,1.0
鸾飞凤舞,PE,3.0,1.0
鸾俦凤侣,PB,7.0,1.0
乱作胡为,NN,7.0,2.0
论高寡合,NJ,5.0,2.0
攞袖揎拳,NA,5.0,2.0
驴鸣犬吠,NN,7.0,2.0
屡次三番,NN,1.0,2.0
履霜之戒,NC,7.0,2.0
马上得天下,PG,3.0,1.0
马角乌头,NJ,5.0,2.0
马瘦毛长,NN,3.0,2.0
买笑追欢,NN,7.0,2.0
麦秀两歧,PA,7.0,1.0
卖兒鬻女,ND,7.0,2.0
卖富差贫,NN,7.0,2.0
谩辞譁说,NN,5.0,2.0
满座风生,PH,7.0,1.0
慢腾斯礼,PE,3.0,0.0
忙中有失,NI,7.0,2.0
毛骨竦然,NC,9.0,2.0
贸首之雠,NN,7.0,2.0
没世无闻,NB,7.0,1.0
没法奈何,NE,5.0,2.0
没头没脸,NE,5.0,2.0
门可张罗,NJ,7.0,2.0
门殚户尽,NB,9.0,2.0
梦想颠倒,PF,7.0,2.0
迷金醉纸,NN,7.0,2.0
迷离惝恍,NL,5.0,2.0
胡行乱为,ND,7.0,2.0
胡猜乱想,ND,5.0,2.0
胡诌乱说,ND,5.0,2.0
鹘仑吞枣,NN,5.0,2.0
哗世取宠,ND,7.0,2.0
化腐为奇,PH,7.0,1.0
怀珠抱玉,PH,7.0,1.0
淮王鸡狗,ND,5.0,2.0
还珠返璧,PA,5.0,0.0
涣若冰释,PG,7.0,1.0
黄人捧日,PE,7.0,1.0
黄钟大吕,PD,9.0,1.0
灰心短气,NJ,5.0,0.0
灰躯糜骨,NB,9.0,0.0
辉光日新,PH,7.0,1.0
回光反照,ND,5.0,2.0
回乾就湿,PH,7.0,1.0
毁方瓦合,NB,5.0,0.0
诲人不惓,PH,7.0,1.0
昏昏噩噩,NN,5.0,0.0
浑然天成,PB,7.0,1.0
混水摸鱼,NN,5.0,2.0
魂飞魄飏,PC,9.0,0.0
魂消魄丧,PC,9.0,0.0
魂惭色褫,PC,9.0,0.0
魂惊胆落,PC,9.0,0.0
活蹦活跳,PH,5.0,1.0
火冒三尺,NA,9.0,0.0
获陇望蜀,NN,7.0,0.0
祸结兵连,NC,7.0,0.0
击排冒没,NN,5.0,2.0
饥馑荐臻,NB,7.0,0.0
机关用尽,NN,7.0,2.0
鸡犬不安,NE,7.0,0.0
鸡飞狗叫,ND,7.0,2.0
激薄停浇,PH,5.0,1.0
极武穷兵,ND,5.0,2.0
即温听厉,PD,5.0,0.0
急管繁弦,PA,5.0,0.0
戟指嚼舌,NA,9.0,0.0
计行言听,PG,7.0,1.0
计穷虑极,NJ,7.0,0.0
寄颜无所,NG,7.0,0.0
佳儿佳妇,PH,5.0,0.0
家翻宅乱,NB,5.0,0.0
颊上三毫,PH,5.0,1.0
驾鹤西游,NB,7.0,0.0
坚额健舌,ND,5.0,2.0
孤立无助,NJ,7.0,2.0
孤兒寡妇,NB,7.0,2.0
孤俦寡匹,NB,5.0,2.0
谷贱伤农,ND,5.0,2.0
骨瘦形销,ND,7.0,2.0
鼓脣咋舌,ND,5.0,2.0
鼓舞欢忻,PA,7.0,1.0
故弄虚玄,NN,5.0,2.0
顾小失大,NN,5.0,2.0
顾盼神飞,PB,7.0,1.0
刮垢磨光,NN,5.0,2.0
挂灯结彩,PA,7.0,1.0
关门打狗,ND,5.0,1.0
官偪民反,ND,7.0,2.0
鳏鱼渴凤,PF,7.0,1.0
贯盈恶稔,ND,9.0,2.0
光彩陆离,PB,5.0,1.0
广开言路,PG,5.0,1.0
归真反朴,PG,5.0,1.0
龟龄鹤算,PG,7.0,1.0
规贤矩圣,PG,5.0,1.0
诡言浮说,NN,5.0,2.0
鬼泣神号,NB,9.0,2.0
鬼哭天愁,NB,9.0,2.0
鬼哭狼嗥,NC,9.0,2.0
鬼瞰高明,ND,5.0,2.0
贵古贱今,ND,5.0,2.0
桂折兰摧,NB,7.0,0.0
刿目鉥心,PG,9.0,1.0
果熟蒂落,PH,5.0,1.0
过屠门而大嚼,NJ,5.0,0.0
海桑陵谷,NH,5.0,0.0
骇人视听,PC,7.0,2.0
骇龙走蛇,PC,5.0,0.0
邯郸学步,NN,5.0,2.0
含辛忍苦,PD,7.0,1.0
含垢纳汙,PD,7.0,1.0
含章挺生,PB,7.0,1.0
韩信用兵，多多益办,PG,5.0,0.0
寒心消志,NC,5.0,2.0
汗牛充栋,PG,7.0,1.0
汗流洽衣,NC,9.0,0.0
毫釐千里,NN,7.0,2.0
好模好样,PG,5.0,1.0
好谋善断,PG,5.0,1.0
昊天不吊,NH,5.0,0.0
合胆同心,PG,5.0,1.0
和衷共济,PG,5.0,1.0
河沙世界,PD,5.0,1.0
河清人寿,PG,9.0,1.0
河溓海夷,PE,5.0,1.0
鹤骨松姿,PG,5.0,1.0
鹤唳猿声,NB,7.0,0.0
黑地昏天,ND,9.0,2.0
横三竖四,ND,5.0,2.0
横挑鼻子竖挑眼,ND,5.0,2.0
横冲直闯,ND,5.0,2.0
横祸飞灾,NC,5.0,2.0
衡石程书,NB,5.0,1.0
宏才大略,PG,7.0,1.0
闳识孤怀,PG,7.0,1.0
鸿飞雪爪,NJ,5.0,0.0
鸿鳦满纸,ND,5.0,2.0
鸿篇钜制,PG,7.0,1.0
侯门似海,NB,5.0,2.0
厚味腊毒,ND,7.0,2.0
呼牛作马,ND,7.0,2.0
狐兔之悲,NB,7.0,2.0
狐裘蒙茸,ND,5.0,2.0
胡天胡地,PG,9.0,1.0
师表,PG,5.0,1.0
师兄,PD,5.0,1.0
施诊,PG,5.0,1.0
识荆,PD,5.0,1.0
实证主义,NN,5.0,2.0
世界主义,ND,5.0,1.0
事务主义,NN,5.0,2.0
适时,PG,5.0,1.0
誓愿,PH,7.0,1.0
交际花,NN,7.0,2.0
娇娃,PB,7.0,1.0
角弓反张,ND,5.0,0.0
脚气病,ND,7.0,0.0
教条主义,NN,7.0,2.0
接气,PH,5.0,0.0
揭批,NN,7.0,0.0
劫狱,ND,5.0,0.0
结缘,PB,5.0,0.0
竭诚,PH,5.0,0.0
解劝,PB,7.0,0.0
戒条,ND,7.0,0.0
金链,PH,7.0,1.0
津津,PH,7.0,1.0
伪君子,ND,7.0,2.0
委婉,PB,5.0,1.0
畏友,NC,5.0,0.0
文玩,PB,5.0,0.0
问号,NL,5.0,0.0
呜呼,NB,5.0,0.0
无量,PH,7.0,1.0
投閒置散,NJ,7.0,0.0
徒讬空言,NN,5.0,2.0
涂歌里抃,PA,7.0,1.0
土阶茅茨,PH,7.0,1.0
吐食握发,PH,7.0,1.0
兔走鹘落,PH,7.0,1.0
抟沙作饭,NN,7.0,0.0
推己及物,PH,7.0,1.0
推梨让枣,PD,7.0,1.0
颓垣败井,NB,9.0,2.0
退旅进旅,PH,7.0,1.0
吞风饮雨,NB,7.0,2.0
屯街塞巷,NN,5.0,2.0
讬诸空言,NN,5.0,2.0
脱手弹丸,PH,7.0,1.0
唾壶击缺,NE,7.0,2.0
瓦解冰泮,NJ,9.0,2.0
歪打正着,NN,7.0,2.0
外厉内荏,NN,7.0,2.0
剜肉生疮,NN,7.0,2.0
玩日愒时,NN,7.0,2.0
顽父嚚母,NN,7.0,2.0
亡不旋踵,ND,7.0,2.0
亡国之器,NN,7.0,2.0
王公大人,PD,7.0,1.0
枉尺直寻,NN,7.0,2.0
枉费心力,NB,7.0,2.0
忘生舍死,PH,7.0,1.0
望子成龙,PG,7.0,1.0
望风而靡,NN,7.0,2.0
望梅止渴,PE,9.0,1.0
望尘追迹,PH,7.0,1.0
危言高论,PH,7.0,1.0
威风扫地,NN,7.0,2.0
煨乾避湿,NE,7.0,1.0
为蛇添足,NN,7.0,2.0
为人作嫁,NB,7.0,2.0
为丛驱雀,NN,9.0,2.0
违利赴名,PH,7.0,1.0
围城打援,PH,7.0,1.0
帷薄不修,NN,9.0,2.0
惟日为岁,NE,9.0,2.0
嵬眼澒耳,PH,9.0,1.0
未成一篑,NJ,9.0,2.0
未达一间,NJ,9.0,2.0
偎慵堕懒,NN,7.0,2.0
温枕扇席,PH,9.0,1.0
文人无行,NN,7.0,1.0
文身断发,NN,7.0,2.0
文昭武穆,PH,9.0,1.0
文搜丁甲,PH,9.0,1.0
文献之家,PH,9.0,1.0
闻所未闻,PB,9.0,1.0
闻风响应,PH,9.0,1.0
问舍求田,NN,7.0,2.0
汶阳田反,PA,7.0,1.0
我醉欲眠,PH,9.0,1.0
握拳透掌,NA,9.0,2.0
乌集之交,ND,7.0,2.0
屋上乌,PB,7.0,1.0
无了无休,NE,7.0,2.0
无以塞责,NH,7.0,1.0
无可比象,PH,9.0,1.0
无名之朴,PH,7.0,1.0
无形之罪,NB,9.0,2.0
无拘无碍,PA,7.0,1.0
无所不及,PH,9.0,1.0
无所回避,PH,7.0,1.0
无所措手,NE,9.0,2.0
无故呻吟,NN,7.0,2.0
无计奈何,NJ,7.0,2.0
无师自通,PH,7.0,1.0
无胫而走,PH,7.0,1.0
无为而治,PH,7.0,1.0
铁腕,NC,5.0,2.0
停业,NJ,5.0,2.0
通明,PE,3.0,1.0
捅娄子,NE,7.0,2.0
头等,PD,5.0,1.0
头油,PH,7.0,1.0
土包子,ND,7.0,2.0
土司制度,NN,9.0,2.0
推脱,ND,7.0,1.0
腿子,NN,7.0,2.0
火急,NI,5.0,0.0
亟亟,NI,5.0,0.0
疾苦,NB,5.0,0.0
憨笑,PB,3.0,0.0
喝倒彩,ND,5.0,0.0
和稀泥,NN,3.0,0.0
十生九死,NB,5.0,2.0
十雨五风,PA,5.0,1.0
十载寒窗,PH,5.0,1.0
识文谈字,PH,5.0,1.0
识微见远,PH,5.0,1.0
拾带重还,PH,5.0,1.0
食不重味,PH,5.0,1.0
食甘寝安,PE,5.0,1.0
豕分蛇断,NB,5.0,2.0
使性傍气,NN,5.0,2.0
屎流屁滚,NI,5.0,2.0
势穷力屈,NB,5.0,2.0
饰垢掩疵,NN,5.0,2.0
视死如生,PH,5.0,1.0
视同秦越,NN,5.0,2.0
视微知著,PH,5.0,1.0
逝者如斯,NB,5.0,2.0
誓同生死,PB,5.0,1.0
適性忘虑,PA,5.0,1.0
手不释书,PH,5.0,1.0
手脚无措,NI,5.0,2.0
首善之区,PH,5.0,1.0
书香人家,PH,5.0,1.0
输肝剖胆,PH,5.0,1.0
鼠心狼肺,ND,5.0,2.0
鼠雀之牙,NN,5.0,2.0
鼠窜狗盗,NN,5.0,2.0
数黑论黄,NN,5.0,2.0
束手无措,NI,5.0,2.0
束修自好,PH,5.0,1.0
树倒根摧,NB,5.0,2.0
鉥肝刿肾,PH,5.0,1.0
霜露之感,NB,5.0,2.0
水火不避,PH,5.0,1.0
水佩风裳,PH,5.0,1.0
顺天从人,PH,5.0,1.0
顺风扯帆,PA,5.0,1.0
说白道绿,NN,5.0,2.0
司马昭之心,NN,5.0,2.0
死有余罪,NN,5.0,2.0
死告活央,NB,5.0,2.0
死诸葛能走生仲达,PH,5.0,1.0
四通八达,PA,5.0,1.0
怠慢,NN,5.0,2.0
捣乱,NN,5.0,2.0
得罪,NN,5.0,2.0
便秘,NE,5.0,2.0
变乱,NC,3.0,2.0
变性,ND,5.0,2.0
辩护士,PH,5.0,1.0
婊子,ND,9.0,2.0
濒危,NC,7.0,2.0
殡葬,NB,5.0,2.0
兵火,ND,5.0,2.0
饼子,PB,5.0,1.0
病毒,NC,5.0,2.0
病号,NB,3.0,2.0
病原虫,NC,5.0,2.0
波尔卡,PB,7.0,1.0
伯祖母,PD,5.0,1.0
搏斗,NC,5.0,2.0
补情,PB,7.0,1.0
不错眼,PB,7.0,1.0
不顾,PH,5.0,1.0
不克,NL,3.0,2.0
不佞,NJ,5.0,2.0
不失为,PH,5.0,1.0
不韪,NN,7.0,2.0
不行,NJ,7.0,2.0
献计,PB,3.0,0.0
乡愿,ND,5.0,2.0
相投,PB,3.0,0.0
享福,PA,5.0,0.0
想儿,PF,5.0,0.0
象话,PH,5.0,0.0
消极浪漫主义,NN,3.0,0.0
消夏,PA,1.0,0.0
小道儿消息,ND,1.0,0.0
小绺,ND,3.0,2.0
小算盘,ND,3.0,0.0
笑脸,PA,5.0,0.0
歇斯底里,ND,5.0,0.0
谐戏,PA,5.0,0.0
少艾,PH,5.0,1.0
舍亲,PD,3.0,1.0
申雪,NB,7.0,2.0
身手,PH,3.0,1.0
深造,PH,1.0,1.0
神物,PH,5.0,1.0
渗入,NN,3.0,2.0
生变,NB,5.0,2.0
生息,PA,1.0,1.0
胜利果实,PA,3.0,1.0
失欢,NB,5.0,2.0
失恋,NB,7.0,2.0
失去,NB,5.0,2.0
失守,NE,5.0,2.0
绝代,PH,7.0,0.0
骏马,PH,9.0,1.0
恺悌,PA,5.0,1.0
割席,NJ,6.0,0.0
孤哀子,NB,2.0,0.0
交心,PG,5.0,0.0
胶着,NJ,3.0,0.0
绞手,NC,7.0,2.0
剿灭,PD,5.0,1.0
阶级观点,PH,7.0,1.0
揭穿,NN,7.0,0.0
节节,PH,5.0,1.0
结仇,ND,7.0,0.0
桀黠,NN,7.0,2.0
竭力,PH,5.0,0.0
解脱,PA,7.0,0.0
借口,NN,5.0,2.0
金融寡头,NN,7.0,0.0
闹哄,NN,5.0,2.0
泥腿,NN,5.0,2.0
蝇蝇,ND,5.0,2.0
优遇,PB,5.0,1.0
悠缪,NN,9.0,2.0
游侠,PH,7.0,1.0
右派,NN,7.0,2.0
余孽,NN,9.0,2.0
窳劣,NN,7.0,2.0
畅谈,PA,5.0,1.0
唱反调,NN,7.0,2.0
超经济剥削,ND,5.0,2.0
朝贡,PH,5.0,1.0
称谢,PH,5.0,1.0
惩办,NA,7.0,2.0
吃不上,NE,7.0,2.0
吃教,NJ,5.0,2.0
持家,PE,5.0,1.0
笔伐口诛,ND,5.0,0.0
壁间蛇影,NC,5.0,1.0
辩口利辞,PH,5.0,1.0
标新竞异,PH,5.0,1.0
别开蹊径,PH,5.0,1.0
冰寒於水,PH,5.0,1.0
兵销革偃,PH,5.0,1.0
并疆兼巷,PH,5.0,1.0
播糠眯目,NN,5.0,2.0
博览五车,PH,5.0,1.0
不刊之论,PH,5.0,1.0
不伏烧埋,NN,5.0,2.0
不直一钱,NN,5.0,2.0
不知就里,NN,5.0,2.0
不染一尘,PH,5.0,1.0
不爽毫发,PH,5.0,1.0
不复堪命,NJ,9.0,0.0
不经之说,NN,5.0,2.0
不晓世务,NN,5.0,2.0
不避汤火,NN,5.0,2.0
不识东家,NN,5.0,2.0
布帆无恙,PK,5.0,0.0
材士练兵,PH,5.0,1.0
材剧志大,PD,5.0,0.0
彩云易散,NJ,5.0,0.0
操之过切,NN,5.0,2.0
差彊人意,NJ,5.0,0.0
谗口铄金,ND,5.0,2.0
倡情冶思,NN,5.0,2.0
长枕大衾,PB,5.0,0.0
长歌当哭,NB,5.0,0.0
远怀近集,PD,3.0,1.0
月地云阶,PB,5.0,0.0
岳岳荦荦,PH,5.0,1.0
云心水性,NN,5.0,2.0
云过天空,PH,5.0,1.0
云开雾散,NB,5.0,0.0
陨雹飞霜,ND,5.0,0.0
再衰三涸,NJ,5.0,0.0
赃官污吏,NN,5.0,2.0
澡垢索疵,NN,3.0,2.0
躁言丑句,NN,5.0,2.0
贼眉贼眼,NN,5.0,2.0
诈奸不及,NN,7.0,2.0
詹言曲说,NN,3.0,2.0
辗转反侧,NE,5.0,0.0
张公吃酒李公颠,PH,5.0,1.0
招是生非,NN,5.0,2.0
朝生暮死,NB,5.0,0.0
遮三瞒四,NN,3.0,2.0
真独简贵,PH,5.0,1.0
震古铄今,PH,5.0,1.0
正大堂煌,PH,5.0,1.0
政以贿成,NN,5.0,2.0
执文害意,NN,5.0,2.0
直言正色,PH,5.0,1.0
植党自私,NN,5.0,2.0
指皁为白,NN,5.0,2.0
指亲托故,NN,5.0,2.0
面若死灰,NC,5.0,0.0
妙算神机,PH,5.0,1.0
民富国彊,PE,9.0,1.0
明公正道,PH,6.0,1.0
明来暗往,NN,5.0,2.0
鸣鹤之应,PH,5.0,1.0
摩顶放踵,PH,6.0,1.0
磨砻砥砺,PH,6.0,0.0
目牛无全,PH,5.0,1.0
目眩神摇,PC,5.0,0.0
目乱睛迷,PC,5.0,0.0
目瞪舌挢,PC,5.0,0.0
拿三搬四,NN,6.0,2.0
难分难解,PB,7.0,1.0
能伸能屈,PH,5.0,1.0
泥猪瓦狗,NN,5.0,2.0
逆道乱常,NN,6.0,2.0
鸟哭猿啼,NB,7.0,2.0
尿流屁滚,NC,7.0,2.0
牛角书生,PH,5.0,1.0
驽马恋栈豆,NN,5.0,2.0
拍马溜须,NN,5.0,2.0
旁门外道,NN,6.0,2.0
狮子大开口,NN,5.0,2.0
十年磨剑,PH,5.0,1.0
十病九痛,NB,5.0,2.0
时来运转,PA,5.0,1.0
识时达变,PH,5.0,1.0
拾人唾涕,NN,5.0,2.0
食不充肠,NB,5.0,2.0
食不遑味,NI,5.0,2.0
食鱼遇鯖,PH,5.0,1.0
使心彆气,NA,5.0,2.0
使贤任能,PH,5.0,1.0
事捷功倍,PH,5.0,1.0
饰非掩过,NN,5.0,2.0
视下如伤,PH,5.0,1.0
视同兒戏,NN,5.0,2.0
视为兒戏,NN,5.0,2.0
室如悬罄,NB,5.0,2.0
誓死不屈,PH,5.0,1.0
適如其分,PA,5.0,1.0
適情任欲,NN,5.0,2.0
手高眼低,NN,5.0,2.0
守阙抱残,NN,5.0,2.0
兽困则噬,ND,5.0,2.0
疏财重义,PH,5.0,1.0
熟路轻辙,PE,5.0,1.0
鼠肚鸡肠,NN,5.0,2.0
鼠腹鸡肠,NN,5.0,2.0
鼠首偾事,NN,5.0,2.0
束手待死,NN,5.0,2.0
束手就毙,NN,5.0,2.0
束椽为柱,NN,5.0,2.0
霜凋夏绿,NB,5.0,2.0
水中捉月,NJ,5.0,2.0
水来土掩,PE,5.0,1.0
水尽山穷,NB,5.0,1.0
顺我者昌，逆我者亡,NN,5.0,2.0
说一是一，说二是二,PH,5.0,1.0
说黄道黑,NN,5.0,2.0
死中求生,PA,5.0,1.0
死求白赖,NN,5.0,2.0
死里求生,PA,5.0,1.0
四海昇平,PH,5.0,1.0
孤行一意,ND,9.0,2.0
孤恩负义,ND,9.0,2.0
孤悬客寄,NB,5.0,2.0
骨肉相残,ND,7.0,2.0
鼓舌掀簧,ND,5.0,2.0
鼓睛暴眼,NC,7.0,2.0
鼓乐齐鸣,PA,7.0,1.0
故作玄虚,NN,5.0,2.0
顾而言他,NN,5.0,2.0
顾影弄姿,NN,5.0,2.0
寡二少双,PG,5.0,0.0
怪形怪状,ND,5.0,2.0
观隅反三,PG,5.0,1.0
冠上加冠,NN,5.0,2.0
贯斗双龙,PG,9.0,1.0
光车骏马,PB,5.0,1.0
光焰万丈,PB,7.0,1.0
归十归一,PG,5.0,1.0
规行矩止,NN,5.0,2.0
瑰意奇行,PG,7.0,1.0
鬼工雷斧,PG,9.0,1.0
鬼泣神嚎,NC,9.0,2.0
鬼哭神嚎,NC,9.0,2.0
鬼蜮伎俩,NN,9.0,2.0
贵人多忘事,ND,5.0,2.0
贵远鄙近,ND,5.0,2.0
刿心怵目,NC,9.0,0.0
国耳忘家,PD,7.0,1.0
过府冲州,NN,5.0,0.0
咳声叹气,NB,5.0,2.0
海盟山咒,PB,9.0,1.0
骇心动目,PC,9.0,2.0
