word	emotion	emotion-intensity-score
ultimatum	fear	0.422
heathen	fear	0.422
offense	fear	0.422
coyote	fear	0.422
deleterious	fear	0.422
anathema	fear	0.422
unnatural	fear	0.422
troll	fear	0.422
usurped	fear	0.422
stresses	fear	0.422
disappear	fear	0.422
reticent	fear	0.422
bigot	fear	0.422
delusion	fear	0.422
wilderness	fear	0.422
stressin	fear	0.422
unsteady	fear	0.422
extrajudicial	fear	0.422
burdensome	fear	0.422
bayonet	fear	0.422
varicella	fear	0.422
infamous	fear	0.422
bier	fear	0.422
alien	fear	0.422
depress	fear	0.422
hydra	fear	0.422
lament	fear	0.422
prowl	fear	0.422
adversity	fear	0.418
ineptitude	fear	0.417
outsider	fear	0.413
ugliness	fear	0.410
immoral	fear	0.410
vulture	fear	0.410
possession	fear	0.406
distressed	fear	0.406
drones	fear	0.406
scar	fear	0.406
dominant	fear	0.406
claw	fear	0.406
disgust	fear	0.406
disorder	fear	0.406
omnipotence	fear	0.406
stressing	fear	0.406
insolvent	fear	0.406
ghetto	fear	0.406
recklessness	fear	0.406
blackout	fear	0.406
wary	fear	0.406
stressful	fear	0.406
weakly	fear	0.406
disallowed	fear	0.406
nausea	fear	0.406
screech	fear	0.406
escape	fear	0.406
penance	fear	0.406
tearful	fear	0.406
disabled	fear	0.406
deport	fear	0.406
squall	fear	0.406
resection	fear	0.406
dismissal	fear	0.406
whimper	fear	0.406
ohdear	fear	0.406
rubble	fear	0.406
stretcher	fear	0.406
socialism	fear	0.405
conspiracy	fear	0.400
toughness	fear	0.400
defection	fear	0.398
absence	fear	0.396
moan	fear	0.394
crusade	fear	0.392
repellent	fear	0.391
insolvency	fear	0.391
refutation	fear	0.391
diagnosis	fear	0.391
concealment	fear	0.391
descent	fear	0.391
conquer	fear	0.391
overt	fear	0.391
theocratic	fear	0.391
snare	fear	0.391
xanax	fear	0.391
cyst	fear	0.391
suspicion	fear	0.391
musket	fear	0.391
brimstone	fear	0.391
separation	fear	0.391
gulp	fear	0.391
unemployed	fear	0.391
excitation	fear	0.391
scarecrow	fear	0.391
unrest	fear	0.391
cleave	fear	0.391
reject	fear	0.391
radon	fear	0.391
spaz	fear	0.391
mental	fear	0.391
poverty	fear	0.391
nervy	fear	0.391
dubious	fear	0.391
submission	fear	0.391
hardened	fear	0.391
lose	fear	0.391
whatdoido	fear	0.391
discrimination	fear	0.391
urgency	fear	0.391
procedure	fear	0.391
avoiding	fear	0.391
exigent	fear	0.391
stifled	fear	0.391
orc	fear	0.388
throb	fear	0.388
outcast	fear	0.388
disapprove	fear	0.380
dontpanic	fear	0.378
plea	fear	0.377
withdrawals	fear	0.377
barricade	fear	0.375
bankrupt	fear	0.375
pressure	fear	0.375
obi	fear	0.375
expose	fear	0.375
frigate	fear	0.375
edict	fear	0.375
dissolution	fear	0.375
suspected	fear	0.375
sneaking	fear	0.375
sultan	fear	0.375
misconception	fear	0.375
khan	fear	0.375
military	fear	0.375
embarrassment	fear	0.375
psychological	fear	0.375
mentalhealth	fear	0.375
nauseous	fear	0.375
escaped	fear	0.375
locust	fear	0.375
flu	fear	0.375
chasm	fear	0.375
chimera	fear	0.375
grieve	fear	0.375
obligor	fear	0.375
ocd	fear	0.375
whirlpool	fear	0.375
antsy	fear	0.375
kerosene	fear	0.375
interrogate	fear	0.375
bunker	fear	0.375
bad	fear	0.375
taunt	fear	0.375
coldness	fear	0.375
dentistry	fear	0.375
repellant	fear	0.373
unknown	fear	0.369
pare	fear	0.367
jealousy	fear	0.365
government	fear	0.359
onedge	fear	0.359
bottomless	fear	0.359
headaches	fear	0.359
desert	fear	0.359
exam	fear	0.359
dart	fear	0.359
difficult	fear	0.359
measles	fear	0.359
protestant	fear	0.359
cur	fear	0.359
conquest	fear	0.359
burke	fear	0.359
depreciation	fear	0.359
contempt	fear	0.359
mandamus	fear	0.359
rejects	fear	0.359
spike	fear	0.359
sectarian	fear	0.359
revolution	fear	0.359
consternation	fear	0.359
jaundice	fear	0.359
wasting	fear	0.359
bankruptcy	fear	0.359
recurring	fear	0.359
mug	fear	0.359
anomaly	fear	0.359
stint	fear	0.359
rebel	fear	0.359
mournful	fear	0.359
cautionary	fear	0.359
formidable	fear	0.359
timid	fear	0.359
pessimism	fear	0.359
warned	fear	0.359
sortie	fear	0.359
concerned	fear	0.359
languishing	fear	0.358
constrain	fear	0.358
bane	fear	0.356
warden	fear	0.354
impeach	fear	0.354
adverse	fear	0.352
lawyer	fear	0.349
libel	fear	0.348
retrenchment	fear	0.345
imminent	fear	0.345
shaky	fear	0.344
recession	fear	0.344
avoidance	fear	0.344
pest	fear	0.344
obstacle	fear	0.344
contentious	fear	0.344
eel	fear	0.344
cutter	fear	0.344
fanaticism	fear	0.344
loneliness	fear	0.344
opium	fear	0.344
hiss	fear	0.344
resistant	fear	0.344
servile	fear	0.344
sorrow	fear	0.344
psych	fear	0.344
parachute	fear	0.344
verdict	fear	0.344
belittle	fear	0.344
taboo	fear	0.344
bearish	fear	0.344
mri	fear	0.344
evade	fear	0.344
discipline	fear	0.344
shortage	fear	0.344
unjustifiable	fear	0.344
knell	fear	0.344
reckless	fear	0.344
shame	fear	0.344
hesitation	fear	0.344
aaaaaaah	fear	0.344
swerve	fear	0.344
defy	fear	0.344
launches	fear	0.344
opposed	fear	0.344
disrespectful	fear	0.343
phalanx	fear	0.342
creature	fear	0.340
specter	fear	0.331
mortgage	fear	0.331
enigmatic	fear	0.329
undesirable	fear	0.328
adrift	fear	0.328
spillin	fear	0.328
bugaboo	fear	0.328
supremacy	fear	0.328
hives	fear	0.328
police	fear	0.328
shank	fear	0.328
feeling	fear	0.328
unlucky	fear	0.328
weirdo	fear	0.328
senseless	fear	0.328
wimp	fear	0.328
subordinate	fear	0.328
dominion	fear	0.328
outpost	fear	0.328
shutdown	fear	0.328
smut	fear	0.328
mishap	fear	0.328
remove	fear	0.328
quash	fear	0.328
uhoh	fear	0.328
defendant	fear	0.328
encumbrance	fear	0.328
dike	fear	0.328
gametime	fear	0.328
caution	fear	0.328
ethereal	fear	0.328
loom	fear	0.328
wrongly	fear	0.328
gladiator	fear	0.328
unsettled	fear	0.327
scarce	fear	0.327
antisocial	fear	0.324
astray	fear	0.320
vigilant	fear	0.319
socialist	fear	0.318
halter	fear	0.318
pessimist	fear	0.317
pacing	fear	0.316
uneasy	fear	0.312
conspire	fear	0.312
laxative	fear	0.312
therapist	fear	0.312
powerful	fear	0.312
bewilderment	fear	0.312
opponent	fear	0.312
wimpy	fear	0.312
ahhhhhhhh	fear	0.312
cram	fear	0.312
clinical	fear	0.312
valium	fear	0.312
unkind	fear	0.312
blight	fear	0.312
trickery	fear	0.312
thorny	fear	0.312
unexpected	fear	0.312
whirlwind	fear	0.312
obsessing	fear	0.312
discontinuity	fear	0.312
deadline	fear	0.312
foreigner	fear	0.312
collusion	fear	0.312
ordnance	fear	0.312
nether	fear	0.312
dentist	fear	0.312
seclusion	fear	0.312
muzzle	fear	0.312
chargeable	fear	0.312
litigate	fear	0.312
overthinking	fear	0.309
doubts	fear	0.308
irrational	fear	0.305
seriousness	fear	0.305
teasing	fear	0.303
razor	fear	0.303
erase	fear	0.303
sweating	fear	0.298
unsurpassed	fear	0.297
depreciated	fear	0.297
giant	fear	0.297
reluctant	fear	0.297
timidity	fear	0.297
crouching	fear	0.297
weighty	fear	0.297
mislead	fear	0.297
endless	fear	0.297
medical	fear	0.297
adjudicate	fear	0.297
flounder	fear	0.297
dashed	fear	0.297
deflation	fear	0.297
bitch	fear	0.297
auditor	fear	0.297
inflation	fear	0.297
avoid	fear	0.297
swamp	fear	0.297
mage	fear	0.297
hide	fear	0.297
bale	fear	0.297
warning	fear	0.297
deluge	fear	0.287
disinformation	fear	0.286
court	fear	0.284
aversion	fear	0.283
remains	fear	0.281
hurryup	fear	0.281
oncoming	fear	0.281
unfriendly	fear	0.281
discourage	fear	0.281
dwarfed	fear	0.281
rush	fear	0.281
yelp	fear	0.281
unruly	fear	0.281
surveillance	fear	0.281
swelling	fear	0.281
cautious	fear	0.281
fortress	fear	0.281
notready	fear	0.281
bigoted	fear	0.281
submitting	fear	0.281
confusion	fear	0.281
challenge	fear	0.281
flying	fear	0.281
cartridge	fear	0.281
apache	fear	0.281
wan	fear	0.281
mistaken	fear	0.281
intense	fear	0.279
alerts	fear	0.276
noncompliance	fear	0.276
planes	fear	0.274
cop	fear	0.273
displeased	fear	0.273
unbridled	fear	0.271
auditions	fear	0.266
acrobat	fear	0.266
blemish	fear	0.266
skid	fear	0.266
shanghai	fear	0.266
confession	fear	0.266
problem	fear	0.266
operation	fear	0.266
banger	fear	0.266
newjob	fear	0.266
posse	fear	0.266
elevation	fear	0.266
insomnia	fear	0.266
blindfold	fear	0.266
cupping	fear	0.266
immerse	fear	0.266
cloak	fear	0.266
sneak	fear	0.266
crowds	fear	0.266
flurries	fear	0.266
crouch	fear	0.266
force	fear	0.266
regiment	fear	0.266
forgotten	fear	0.266
belt	fear	0.266
hooded	fear	0.266
uncanny	fear	0.266
affront	fear	0.266
sentence	fear	0.266
hood	fear	0.266
spur	fear	0.262
defense	fear	0.258
mortgagor	fear	0.258
indifference	fear	0.250
delusional	fear	0.250
hag	fear	0.250
scapegoat	fear	0.250
forewarned	fear	0.250
repent	fear	0.250
breakingnews	fear	0.250
rating	fear	0.250
run	fear	0.250
indecisive	fear	0.250
stealthy	fear	0.250
picket	fear	0.250
foul	fear	0.250
sunk	fear	0.250
spinster	fear	0.250
react	fear	0.250
jobinterview	fear	0.250
swampy	fear	0.250
impatiently	fear	0.250
doubt	fear	0.250
insect	fear	0.250
unfamiliar	fear	0.250
cataract	fear	0.250
obliging	fear	0.250
guard	fear	0.250
rascal	fear	0.250
standstill	fear	0.250
defend	fear	0.250
badhabit	fear	0.242
grounded	fear	0.242
highest	fear	0.236
shrink	fear	0.234
overdrive	fear	0.234
shelters	fear	0.234
dependence	fear	0.234
buck	fear	0.234
inequality	fear	0.234
insomniac	fear	0.234
pinion	fear	0.234
buzz	fear	0.234
chicken	fear	0.234
aaaah	fear	0.234
rekindle	fear	0.234
psychiatrist	fear	0.234
finalized	fear	0.234
bee	fear	0.234
sleepless	fear	0.234
instinctive	fear	0.234
discontent	fear	0.234
difficulty	fear	0.234
thatmoment	fear	0.234
verge	fear	0.234
intercede	fear	0.234
scaffold	fear	0.234
rushing	fear	0.233
default	fear	0.226
overslept	fear	0.226
confessional	fear	0.225
impatient	fear	0.224
cane	fear	0.219
veer	fear	0.219
blues	fear	0.219
heft	fear	0.219
fingerscrossed	fear	0.219
unequal	fear	0.219
lastminute	fear	0.219
aga	fear	0.219
bait	fear	0.219
waver	fear	0.219
whatif	fear	0.219
sweat	fear	0.219
stingy	fear	0.219
jungle	fear	0.219
revelations	fear	0.219
tactics	fear	0.219
thrill	fear	0.219
immigrant	fear	0.219
overtired	fear	0.218
prognosis	fear	0.217
alertness	fear	0.216
hyped	fear	0.214
wishmeluck	fear	0.212
somuchtodo	fear	0.212
toomuchtodo	fear	0.212
tryouts	fear	0.210
clowns	fear	0.207
restless	fear	0.204
fluctuation	fear	0.204
examination	fear	0.204
phew	fear	0.203
birth	fear	0.203
help	fear	0.203
mighty	fear	0.203
acceptances	fear	0.203
recesses	fear	0.203
quail	fear	0.203
hurry	fear	0.203
uphill	fear	0.203
cross	fear	0.203
intimacy	fear	0.203
overcome	fear	0.203
fearless	fear	0.200
change	fear	0.198
ware	fear	0.198
withstand	fear	0.197
asap	fear	0.191
waitinggame	fear	0.188
watch	fear	0.188
intrigue	fear	0.188
attorney	fear	0.188
rule	fear	0.188
gnome	fear	0.188
knots	fear	0.188
advance	fear	0.188
stillness	fear	0.188
deadlines	fear	0.188
fragile	fear	0.188
tract	fear	0.188
owing	fear	0.188
heighten	fear	0.188
bug	fear	0.188
overcoming	fear	0.188
cautiously	fear	0.188
unorganised	fear	0.188
elf	fear	0.185
stillwaiting	fear	0.184
lonely	fear	0.183
slippery	fear	0.181
interview	fear	0.180
everyman	fear	0.178
speculation	fear	0.176
needtoknow	fear	0.173
shell	fear	0.172
assessment	fear	0.172
uncertain	fear	0.172
readytogo	fear	0.172
competition	fear	0.172
settlor	fear	0.172
surprise	fear	0.172
humanrights	fear	0.172
birch	fear	0.172
regulatory	fear	0.172
composure	fear	0.172
checkpoint	fear	0.172
interviewer	fear	0.172
chaff	fear	0.172
rod	fear	0.172
worship	fear	0.172
unsure	fear	0.172
less	fear	0.167
coy	fear	0.162
iris	fear	0.160
legalized	fear	0.156
intimately	fear	0.156
sly	fear	0.156
medication	fear	0.156
hearing	fear	0.156
audition	fear	0.156
needit	fear	0.156
ceasefire	fear	0.156
countdown	fear	0.156
bases	fear	0.156
retirement	fear	0.156
courageous	fear	0.154
overthinker	fear	0.153
backtrack	fear	0.151
dawned	fear	0.150
censor	fear	0.149
syllabus	fear	0.147
bailiff	fear	0.147
waiting	fear	0.141
imagination	fear	0.141
newcomer	fear	0.141
rationality	fear	0.141
gent	fear	0.141
delay	fear	0.141
caricature	fear	0.141
cove	fear	0.141
eventuality	fear	0.141
validity	fear	0.141
alreadyyyyy	fear	0.140
shy	fear	0.140
symptom	fear	0.133
excite	fear	0.132
raccoon	fear	0.127
ahhh	fear	0.125
soready	fear	0.125
needtorelax	fear	0.125
marry	fear	0.125
gameday	fear	0.125
clown	fear	0.125
prevent	fear	0.125
hawk	fear	0.125
swim	fear	0.125
tryout	fear	0.125
campaigning	fear	0.125
sprite	fear	0.125
sag	fear	0.123
pharmacy	fear	0.123
policeman	fear	0.121
lace	fear	0.111
dreamt	fear	0.111
knot	fear	0.109
pray	fear	0.109
incase	fear	0.109
destination	fear	0.109
weight	fear	0.109
notoriety	fear	0.109
homework	fear	0.109
holiness	fear	0.109
bigday	fear	0.109
confidence	fear	0.109
slender	fear	0.100
undecided	fear	0.098
sympathetic	fear	0.097
god	fear	0.094
case	fear	0.094
treat	fear	0.094
poise	fear	0.094
helmet	fear	0.094
loyal	fear	0.094
locate	fear	0.094
counsellor	fear	0.094
grades	fear	0.094
confident	fear	0.094
northeast	fear	0.088
compassion	fear	0.078
nurture	fear	0.078
graduation	fear	0.078
graded	fear	0.075
mum	fear	0.070
infant	fear	0.067
cloudiness	fear	0.062
guidelines	fear	0.062
parade	fear	0.062
civilians	fear	0.062
soulmate	fear	0.062
civilian	fear	0.062
cash	fear	0.062
youth	fear	0.062
journey	fear	0.062
gradschool	fear	0.062
opera	fear	0.057
synonymous	fear	0.056
praying	fear	0.047
honest	fear	0.047
intelligence	fear	0.038
lines	fear	0.031
romance	fear	0.031
volunteer	fear	0.031
obey	fear	0.016
happiest	joy	0.986
happiness	joy	0.984
bliss	joy	0.971
celebrating	joy	0.970
jubilant	joy	0.969
ecstatic	joy	0.954
elation	joy	0.944
beaming	joy	0.938
bestdayever	joy	0.938
loveee	joy	0.932
celebration	joy	0.929
awesomeness	joy	0.926
joy	joy	0.924
excitement	joy	0.922
joyous	joy	0.922
happily	joy	0.922
exuberance	joy	0.922
makesmehappy	joy	0.922
euphoria	joy	0.922
fabulous	joy	0.922
lovee	joy	0.920
gratitude	joy	0.914
merriment	joy	0.912
spectacular	joy	0.912
happydance	joy	0.912
purebliss	joy	0.909
overjoyed	joy	0.909
triumphant	joy	0.907
cheerful	joy	0.906
lovelovelove	joy	0.906
ecstasy	joy	0.906
cheer	joy	0.897
elated	joy	0.894
delighted	joy	0.891
exhilaration	joy	0.891
peaceofmind	joy	0.891
jolly	joy	0.891
lovethis	joy	0.891
excitation	joy	0.891
pleasures	joy	0.891
laugh	joy	0.891
marvelously	joy	0.881
loving	joy	0.879
blissful	joy	0.879
joyful	joy	0.879
outstanding	joy	0.879
pleasurable	joy	0.877
yaaaay	joy	0.875
happyplace	joy	0.875
overthemoon	joy	0.875
glee	joy	0.875
enthusiastic	joy	0.875
lovinglife	joy	0.875
iloveher	joy	0.875
sohappy	joy	0.868
laughing	joy	0.864
superb	joy	0.864
woohoo	joy	0.864
wonderful	joy	0.863
ilovechristmas	joy	0.859
cheering	joy	0.859
magnificent	joy	0.859
celebrated	joy	0.859
hooray	joy	0.859
loved	joy	0.859
brilliant	joy	0.859
hallelujah	joy	0.859
tearsofjoy	joy	0.859
yayyyy	joy	0.859
glory	joy	0.859
heavenly	joy	0.853
exciting	joy	0.853
thrilled	joy	0.851
mademyday	joy	0.848
hohoho	joy	0.845
wonderfully	joy	0.844
favoriteholiday	joy	0.844
blessing	joy	0.844
celebrate	joy	0.844
festive	joy	0.833
paradise	joy	0.833
celebrations	joy	0.833
sweetness	joy	0.833
marvellous	joy	0.833
blessed	joy	0.833
compliment	joy	0.831
allsmiles	joy	0.828
love	joy	0.828
enchanting	joy	0.828
smiling	joy	0.828
homesweethome	joy	0.826
laughter	joy	0.824
marvelous	joy	0.824
thankyougod	joy	0.824
goodmood	joy	0.819
excited	joy	0.818
goodness	joy	0.818
rejoicing	joy	0.818
happyheart	joy	0.818
excellence	joy	0.818
joys	joy	0.818
sensational	joy	0.818
delightful	joy	0.818
celebratory	joy	0.818
greatful	joy	0.816
jovial	joy	0.814
smiley	joy	0.812
victorious	joy	0.812
enjoy	joy	0.812
rejoice	joy	0.812
greatday	joy	0.812
lovemaking	joy	0.812
bonanza	joy	0.812
excellent	joy	0.812
splendid	joy	0.812
glorious	joy	0.812
whatmakesmesmile	joy	0.811
goodtimes	joy	0.811
happyday	joy	0.809
myfavorite	joy	0.804
pleasure	joy	0.803
yayyy	joy	0.803
gladness	joy	0.803
yeahhhh	joy	0.803
thankyoulord	joy	0.803
giggle	joy	0.802
happytweet	joy	0.797
dancing	joy	0.797
yesss	joy	0.797
lovemylife	joy	0.797
success	joy	0.797
lovinlife	joy	0.797
magnificence	joy	0.797
happier	joy	0.797
grateful	joy	0.789
splendor	joy	0.788
fun	joy	0.788
happy	joy	0.788
amuse	joy	0.788
sothankful	joy	0.781
solucky	joy	0.781
radiant	joy	0.781
enchanted	joy	0.781
glad	joy	0.781
giggling	joy	0.781
beautiful	joy	0.781
glorify	joy	0.781
perfection	joy	0.779
christmassy	joy	0.779
romance	joy	0.779
heavens	joy	0.779
thrilling	joy	0.776
happyvalentinesday	joy	0.773
entertain	joy	0.773
miraculous	joy	0.773
fiesta	joy	0.773
cheered	joy	0.773
positivity	joy	0.773
congrats	joy	0.773
cheers	joy	0.773
lovable	joy	0.773
funday	joy	0.772
enjoying	joy	0.771
thebest	joy	0.766
lifeisgood	joy	0.766
smiles	joy	0.766
christmasspirit	joy	0.766
amused	joy	0.766
goodfeeling	joy	0.766
sosweet	joy	0.766
cuddling	joy	0.766
party	joy	0.765
delight	joy	0.765
orgasm	joy	0.765
positive	joy	0.761
cheerfulness	joy	0.758
enlighten	joy	0.758
sweetheart	joy	0.758
miracles	joy	0.758
christmastime	joy	0.757
giddy	joy	0.757
laughs	joy	0.750
pleasing	joy	0.750
blessings	joy	0.750
romantic	joy	0.750
gratify	joy	0.750
smile	joy	0.750
happyholidays	joy	0.750
tistheseason	joy	0.750
greatness	joy	0.750
friendliness	joy	0.750
frolic	joy	0.748
positiveenergy	joy	0.742
jubilee	joy	0.742
enthusiasm	joy	0.742
miracle	joy	0.742
magical	joy	0.742
goodvibes	joy	0.742
selflove	joy	0.742
triumph	joy	0.742
rewarding	joy	0.742
feelgood	joy	0.736
prosperity	joy	0.735
admiration	joy	0.734
feelinggood	joy	0.734
tgif	joy	0.734
passionate	joy	0.734
goodday	joy	0.734
greatnight	joy	0.734
behappy	joy	0.734
victory	joy	0.734
vivacious	joy	0.734
luxurious	joy	0.734
enchant	joy	0.734
glorification	joy	0.733
glowing	joy	0.729
sing	joy	0.729
yessss	joy	0.728
fulfillment	joy	0.728
breathtaking	joy	0.728
cheery	joy	0.727
hurrah	joy	0.727
merry	joy	0.727
thankful	joy	0.727
win	joy	0.727
christmasbreak	joy	0.727
atpeace	joy	0.727
award	joy	0.727
santa	joy	0.727
radiance	joy	0.725
inspiration	joy	0.725
pleased	joy	0.725
uplift	joy	0.723
optimistic	joy	0.723
thrill	joy	0.721
holidays	joy	0.721
heaven	joy	0.721
lucky	joy	0.721
godisgreat	joy	0.721
praising	joy	0.719
heartfelt	joy	0.719
thriving	joy	0.719
perfect	joy	0.719
congratulatory	joy	0.719
brighten	joy	0.719
amusement	joy	0.719
harmony	joy	0.719
lover	joy	0.719
xmas	joy	0.719
lovely	joy	0.719
utopian	joy	0.719
achievement	joy	0.712
bestfeeling	joy	0.712
holiday	joy	0.712
luxury	joy	0.712
merrychristmas	joy	0.712
treasures	joy	0.712
luckiest	joy	0.712
yay	joy	0.712
magic	joy	0.712
intimate	joy	0.710
soblessed	joy	0.706
yaaay	joy	0.706
rave	joy	0.706
chuckle	joy	0.706
proud	joy	0.704
goodlife	joy	0.703
lovelife	joy	0.703
sweetest	joy	0.703
appreciates	joy	0.703
satisfying	joy	0.703
amazingly	joy	0.703
goodnews	joy	0.703
winning	joy	0.703
beautification	joy	0.703
gooood	joy	0.703
cherish	joy	0.703
truelove	joy	0.703
fuckyeah	joy	0.703
cuddled	joy	0.703
optimism	joy	0.703
entertained	joy	0.700
yaay	joy	0.700
excite	joy	0.697
newbeginnings	joy	0.693
praisejesus	joy	0.691
birthday	joy	0.691
honored	joy	0.688
favorite	joy	0.688
adoration	joy	0.688
metime	joy	0.688
greatfriends	joy	0.688
holidayseason	joy	0.688
angelic	joy	0.688
godsend	joy	0.688
content	joy	0.688
exquisite	joy	0.688
thankyoujesus	joy	0.688
entertaining	joy	0.688
exaltation	joy	0.682
luscious	joy	0.682
precious	joy	0.682
brightens	joy	0.682
appreciated	joy	0.682
smiled	joy	0.682
bestfriends	joy	0.682
goodhealth	joy	0.682
memoriesiwontforget	joy	0.682
majestic	joy	0.682
tranquility	joy	0.679
positively	joy	0.676
embrace	joy	0.676
marry	joy	0.676
hug	joy	0.672
dearest	joy	0.672
grin	joy	0.672
giggles	joy	0.672
relaxation	joy	0.672
accomplished	joy	0.672
enliven	joy	0.672
weeeee	joy	0.672
contentment	joy	0.672
bday	joy	0.672
hilarious	joy	0.672
bountiful	joy	0.667
boisterous	joy	0.667
adore	joy	0.667
fulfilled	joy	0.667
victor	joy	0.667
fulfill	joy	0.664
cuddles	joy	0.662
prosperous	joy	0.660
satisfy	joy	0.656
glow	joy	0.656
serenity	joy	0.656
happynewyear	joy	0.656
encouraged	joy	0.656
innerpeace	joy	0.656
christmaseve	joy	0.656
appreciation	joy	0.656
pleasant	joy	0.656
humor	joy	0.656
captivate	joy	0.656
romanticism	joy	0.656
besties	joy	0.656
praised	joy	0.652
fortunes	joy	0.652
relaxing	joy	0.652
abundance	joy	0.652
treasure	joy	0.652
satisfaction	joy	0.652
praises	joy	0.652
engaged	joy	0.652
affection	joy	0.647
complement	joy	0.647
nothingbetter	joy	0.647
relieved	joy	0.647
carnival	joy	0.643
saintly	joy	0.641
uplifting	joy	0.641
wedding	joy	0.641
divine	joy	0.641
harmoniously	joy	0.641
champion	joy	0.641
priceless	joy	0.641
achieve	joy	0.641
jackpot	joy	0.641
sensuality	joy	0.641
thanksgiving	joy	0.641
exalt	joy	0.636
twinkle	joy	0.636
comforting	joy	0.636
honeymoon	joy	0.636
cuddle	joy	0.636
climax	joy	0.636
winner	joy	0.636
peaceful	joy	0.636
reverie	joy	0.636
yayy	joy	0.636
felicity	joy	0.636
xoxo	joy	0.634
stargazing	joy	0.625
praisegod	joy	0.625
reward	joy	0.625
generosity	joy	0.625
fondness	joy	0.625
gorgeous	joy	0.625
sweet	joy	0.625
amusing	joy	0.625
hearts	joy	0.625
festival	joy	0.625
snuggling	joy	0.625
brighter	joy	0.625
sex	joy	0.622
beauty	joy	0.621
kind	joy	0.621
applause	joy	0.621
parade	joy	0.621
genial	joy	0.621
newlife	joy	0.618
aspiring	joy	0.618
fulfilling	joy	0.618
godbless	joy	0.616
virtuous	joy	0.613
kiss	joy	0.610
adorable	joy	0.609
awards	joy	0.609
rekindle	joy	0.609
super	joy	0.609
enlightenment	joy	0.609
rainbows	joy	0.609
elegance	joy	0.609
generous	joy	0.609
playful	joy	0.609
christmas	joy	0.609
praiseworthy	joy	0.609
winnings	joy	0.609
independence	joy	0.607
amour	joy	0.607
wonder	joy	0.606
surprises	joy	0.606
onelove	joy	0.606
freely	joy	0.606
hilarity	joy	0.606
heheh	joy	0.606
inspired	joy	0.606
kindness	joy	0.606
successful	joy	0.606
whimsical	joy	0.603
entertainment	joy	0.603
passion	joy	0.603
beautify	joy	0.601
stressfree	joy	0.601
sunrise	joy	0.600
godisgood	joy	0.597
goodmusic	joy	0.594
revere	joy	0.594
whoo	joy	0.594
angel	joy	0.594
flirt	joy	0.594
fanfare	joy	0.594
snuggled	joy	0.594
goodies	joy	0.594
thankgod	joy	0.594
inspire	joy	0.594
accomplishment	joy	0.594
peacefully	joy	0.594
jesus	joy	0.594
friendship	joy	0.591
highest	joy	0.591
heroic	joy	0.591
singing	joy	0.591
exalted	joy	0.591
fortune	joy	0.591
summer	joy	0.591
overflowing	joy	0.588
woot	joy	0.588
rollicking	joy	0.588
contented	joy	0.588
accolade	joy	0.586
hope	joy	0.586
cozy	joy	0.583
delicious	joy	0.579
darling	joy	0.578
praise	joy	0.578
raving	joy	0.578
picturesque	joy	0.578
sensuous	joy	0.578
ambition	joy	0.578
everlasting	joy	0.578
thelife	joy	0.578
friendly	joy	0.578
sparkle	joy	0.577
peace	joy	0.576
luckygirl	joy	0.576
flattering	joy	0.576
heroism	joy	0.576
sensual	joy	0.576
grace	joy	0.576
succeeding	joy	0.576
yeahhh	joy	0.576
livelife	joy	0.574
special	joy	0.574
tantalizing	joy	0.572
pumped	joy	0.567
admirable	joy	0.562
relax	joy	0.562
prevail	joy	0.562
superstar	joy	0.562
yey	joy	0.562
prosper	joy	0.562
surprise	joy	0.562
revels	joy	0.562
sunny	joy	0.562
worthwhile	joy	0.562
humorous	joy	0.562
liking	joy	0.562
sweets	joy	0.562
hero	joy	0.562
hugs	joy	0.562
freedom	joy	0.561
tenderness	joy	0.561
favorable	joy	0.561
newyear	joy	0.561
masterpiece	joy	0.561
bless	joy	0.561
dreams	joy	0.559
home	joy	0.559
hopeful	joy	0.559
cruising	joy	0.556
gracias	joy	0.554
faithfulness	joy	0.553
eagerness	joy	0.552
closeness	joy	0.552
sunshine	joy	0.551
comfy	joy	0.551
gifts	joy	0.547
mistletoe	joy	0.547
confidence	joy	0.547
astonishment	joy	0.547
goodmorning	joy	0.547
daughter	joy	0.547
vacation	joy	0.547
bonus	joy	0.547
gift	joy	0.547
celestial	joy	0.547
heart	joy	0.547
illuminate	joy	0.547
elite	joy	0.547
completion	joy	0.547
lifted	joy	0.547
zeal	joy	0.547
good	joy	0.547
charmed	joy	0.546
dance	joy	0.545
sublime	joy	0.545
god	joy	0.545
gush	joy	0.545
recreation	joy	0.545
encouragement	joy	0.545
freshstart	joy	0.544
free	joy	0.544
savior	joy	0.543
sanctuary	joy	0.541
grandchildren	joy	0.540
wellness	joy	0.537
revel	joy	0.534
savor	joy	0.531
music	joy	0.531
confident	joy	0.531
money	joy	0.531
holiness	joy	0.531
liberation	joy	0.531
alive	joy	0.531
matrimony	joy	0.531
vitality	joy	0.531
firstborn	joy	0.531
rainbow	joy	0.531
serene	joy	0.531
inspirational	joy	0.531
soar	joy	0.531
soothing	joy	0.531
dayoff	joy	0.531
fab	joy	0.531
bridal	joy	0.531
welcomed	joy	0.530
mastery	joy	0.530
illumination	joy	0.530
warmth	joy	0.530
elegant	joy	0.530
blossom	joy	0.530
glimmer	joy	0.530
treat	joy	0.529
faithful	joy	0.529
snuggles	joy	0.522
laurels	joy	0.521
commendable	joy	0.519
silly	joy	0.516
remarkable	joy	0.516
jingle	joy	0.516
zest	joy	0.516
aspire	joy	0.516
